"vtkOriginalCellIds","Cell Type"
311,5
312,5
313,5
721,5
722,5
723,5
738,5
791,5
792,5
793,5
802,5
803,5
804,5
805,5
923,5
935,5
936,5
966,5
967,5
998,5
